strategy_encoded,rsi_14,ema_9_dist,ema_21_dist,ema_cross,vwap_dist,bb_position,bb_width,body_ratio,upper_wick,lower_wick,candle_size_norm,prev_body_ratio,prev_candle_size_norm,consecutive_dir,day_range_position,minutes_from_open,hour,volatility_regime,atr,rr,sl_distance_norm,consolidation_ratio,ema_spread,range_vs_avg,result,strategy_name,type,entry,stoploss,target,time
0,48.75923898664175,-0.6146141940700188,-0.3716238158748309,1,-1.3701001216119684,0.3293670573185594,5.590659735362599,0.745230078561625,0.11335578002225016,0.14141414141388006,0.6623831775701378,0.1918259723134704,1.0223848264574067,-2.0,0.09166026133739295,80,10,1.0,67.25714285714275,2.0,1.191333899745111,1.2139974511452023,0.24299037819482663,0.8974617244140549,1,ORB,SELL,45826.5,45906.63,45666.25,2024-02-07 10:35:00+05:30
0,45.05846763466172,-0.7137838631432435,-0.7326358824805939,-1,-1.1742609100972945,0.004320103443818859,2.3515466557645395,0.5563101301635159,0.3786078098467434,0.06508205998860879,0.8648138437335944,0.7255949490036585,1.0470759171812216,-1.0,0.12661829563234517,95,10,1.0,102.1607142857148,2.0,0.908529977276677,2.1686418458290433,-0.018852019337331827,0.848703170028001,1,ORB,SELL,45874.25,45967.07,45688.62,2024-02-08 10:50:00+05:30
0,41.790828391950974,-1.1270897383399745,-1.0921343748302705,1,-1.3078914781042952,0.029042654847311326,3.446528364842758,0.5281249999992202,0.3242187499994934,0.14765624999972382,0.7565011820330914,0.8515750133466482,1.106226797165042,-4.0,0.031100872140839314,30,9,0.0,84.60000000000062,2.0,1.44042553191489,2.625295508271092,0.0349553635096627,0.8226221079680789,1,ORB,SELL,45454.1,45575.96,45210.38,2024-02-12 09:45:00+05:30
0,63.168002528464044,0.9459181960814389,1.5700133895101938,1,1.0643772156350524,0.9870882169558947,3.746114653323065,0.7219554779565958,0.16237450894790936,0.1156700130946219,0.8906228306444548,0.682692307691291,0.4978486963955075,1.0,0.9510719452845089,35,9,1.0,128.61785714285725,2.0,0.8460083858606636,2.9556549023940115,0.6240951934282696,0.8890872399868617,1,ORB,BUY,45181.1,45072.29,45398.72,2024-02-13 09:50:00+05:30
0,44.02399254614683,-1.0648439150997409,-0.9363994132825232,1,-1.2625620619813287,0.11121495239782683,3.799530441994148,0.4954954954951344,0.4560810810807487,0.04842342342336628,1.002742377802855,0.7348322626690361,1.0481483460695689,-3.0,0.01683633516052057,20,9,1.0,132.83571428571355,2.0,1.6801473355917595,2.8840135505705073,0.12844450181712097,0.9353275753100513,0,ORB,SELL,45724.0,45947.18,45277.63,2024-02-15 09:35:00+05:30
0,69.26482562074462,1.5627647832430935,2.2487306646104868,1,3.158635176443731,1.1908283141174567,3.388772414734304,0.6373526745228792,0.2402538531273912,0.12239347234791627,1.1044199685309883,0.6481715006296942,1.6188393117527502,3.0,0.9574228791770699,265,13,0.0,49.9357142857147,2.0,1.8222142754971198,3.5145186668503205,0.6859658813660193,0.9139874047051584,1,ORB,BUY,46562.35,46471.36,46744.34,2024-02-16 13:40:00+05:30
0,43.833683417810526,-0.4715413097988269,-0.6676717147501406,-1,-0.7914692961788925,0.25395845188306326,2.695181570785291,0.7760074976555761,0.2014995313960664,0.022492970946483094,0.6668452301236353,0.03937689311978868,1.3819999145701052,-2.0,0.14534594325530956,40,9,0.0,80.00357142857163,2.0,0.9968349627249189,1.8036694790388914,-0.19613040495106854,0.6919584954595115,0,ORB,SELL,46361.5,46441.25,46202.0,2024-02-19 09:55:00+05:30
0,41.01366611416626,-1.1843538993123375,-1.1887658891662778,-1,-1.753558991503037,0.12720464563295694,4.009381842161681,0.3334568358648774,0.19599851796949916,0.4705446461648825,1.3158517899429354,0.2970571904494346,0.8199141519250429,-1.0,0.15837386207752457,70,10,0.0,102.55714285714255,2.0,0.8425128848028849,3.8671124111956288,-0.004411989853935972,0.9492157276493616,1,ORB,SELL,47025.95,47112.36,46853.14,2024-02-21 10:25:00+05:30
0,38.012943110338156,-0.5951126045084902,-1.2429305175565166,-1,-0.554079043994921,0.13659951460049752,3.4904736419042353,0.7346491228063731,0.22017543859628533,0.04517543859646436,1.2785900260364138,0.5758591785406102,0.6964099570529075,-1.0,0.2694518125551558,35,9,0.0,89.16071428571688,2.0,1.3286801522129734,2.273422791906105,-0.6478179130472999,1.1636215167896355,1,ORB,SELL,46858.8,46977.27,46621.87,2024-02-22 09:50:00+05:30
0,75.32432443132826,1.1111926769752514,2.1930140979753276,1,1.4927720978943841,0.9435614454889405,4.881745372977524,0.5647865853650496,0.35670731707254616,0.07850609756087985,0.7686642115835051,0.8422982885075155,0.9722800016980329,3.0,0.9241614000969472,60,10,0.0,85.34285714285787,2.0,1.5131235353197343,2.060512219615897,1.0818214209988086,0.9772084016073159,0,ORB,BUY,47213.05,47083.92,47471.32,2024-02-23 10:15:00+05:30
