type,entry,stoploss,target,rr,time,vwap_distance,candle_size,atr,result
BUY,45764.75,45615.1,46513.0,5,2024-02-05 09:20:00+05:30,30.375,151.59999999999854,,LOSS
BUY,45896.1,45747.3,46640.1,5,2024-02-05 09:25:00+05:30,123.5444444444438,156.04999999999563,,LOSS
BUY,45817.2,45759.4,46106.2,5,2024-02-05 09:30:00+05:30,32.7541666666657,124.34999999999854,,LOSS
BUY,45740.45,45641.3,46236.2,5,2024-02-06 09:35:00+05:30,60.21999999999389,118.39999999999418,106.46428571428571,LOSS
BUY,45724.05,45689.05,45899.05,5,2024-02-06 09:40:00+05:30,37.38611111111095,54.349999999998545,101.60714285714234,LOSS
BUY,45759.0,45693.65,46085.75,5,2024-02-06 09:45:00+05:30,65.11428571428405,65.34999999999854,101.48571428571397,LOSS
BUY,46021.2,45926.75,46493.45,5,2024-02-07 09:15:00+05:30,24.383333333324117,115.75,76.47142857142795,LOSS
BUY,46044.85,45976.65,46385.85,5,2024-02-07 09:20:00+05:30,34.40833333332557,74.04999999999563,79.32499999999916,LOSS
BUY,45998.2,45938.55,46296.45,5,2024-02-07 09:30:00+05:30,2.0124999999898137,70.59999999999854,84.88571428571335,LOSS
BUY,46057.45,45988.35,46402.95,5,2024-02-08 09:25:00+05:30,50.2722222222219,81.0,61.01071428571491,LOSS
BUY,46037.9,46031.75,46068.65,5,2024-02-08 09:30:00+05:30,17.65833333333285,76.90000000000146,61.517857142857665,LOSS
BUY,46021.95,45978.25,46240.45,5,2024-02-08 09:55:00+05:30,9.222222222218988,73.94999999999709,64.63571428571491,LOSS
BUY,45151.2,44920.8,46303.2,5,2024-02-09 09:20:00+05:30,141.10833333332994,230.39999999999418,114.84999999999854,LOSS
BUY,45111.25,45029.5,45520.0,5,2024-02-09 09:25:00+05:30,71.8388888888876,123.90000000000146,118.81071428571315,LOSS
BUY,45168.55,45061.55,45703.55,5,2024-02-09 09:30:00+05:30,105.41666666667152,111.25,114.8178571428559,LOSS
BUY,45666.7,45523.55,46382.45,5,2024-02-12 09:15:00+05:30,20.44999999999709,224.9499999999971,91.6857142857147,LOSS
BUY,45031.3,44900.9,45683.3,5,2024-02-13 09:15:00+05:30,29.183333333334303,173.25,90.56071428571575,LOSS
BUY,44999.85,44840.6,45796.1,5,2024-02-13 09:20:00+05:30,18.46666666666715,200.90000000000146,101.93571428571575,LOSS
BUY,45011.8,44819.55,45973.05,5,2024-02-13 09:30:00+05:30,50.650000000001455,195.75,114.22857142857227,WIN
BUY,45059.6,44902.85,45843.35,5,2024-02-14 09:35:00+05:30,72.79000000000087,167.65000000000146,111.71785714285632,WIN
BUY,45082.6,44975.55,45617.85,5,2024-02-14 09:40:00+05:30,85.54166666667152,111.19999999999709,116.23214285714182,WIN
BUY,45129.05,45017.85,45685.05,5,2024-02-14 09:45:00+05:30,117.60714285715221,128.5,119.19285714285641,WIN
BUY,45974.1,45903.05,46329.35,5,2024-02-15 09:20:00+05:30,5.241666666668607,102.89999999999418,134.51785714285714,LOSS
BUY,45853.2,45770.95,46264.45,5,2024-02-15 10:10:00+05:30,52.849999999998545,94.75,121.41071428571377,WIN
BUY,45865.85,45806.6,46162.1,5,2024-02-15 10:15:00+05:30,60.99743589744321,97.59999999999854,120.51428571428498,WIN
BUY,46396.05,46315.25,46800.05,5,2024-02-16 09:25:00+05:30,20.866666666675883,102.25,77.92500000000031,LOSS
BUY,46380.25,46331.8,46622.5,5,2024-02-16 09:35:00+05:30,10.186666666668316,53.299999999995634,82.44642857142806,LOSS
BUY,46377.5,46339.0,46570.0,5,2024-02-16 09:55:00+05:30,24.99629629629635,46.5,82.79285714285705,LOSS
BUY,46474.1,46406.7,46811.1,5,2024-02-19 10:05:00+05:30,48.57727272727061,71.65000000000146,80.85714285714337,LOSS
BUY,46455.45,46436.95,46547.95,5,2024-02-19 10:10:00+05:30,27.505555555551837,34.400000000001455,80.13928571428603,LOSS
BUY,46522.55,46421.55,47027.55,5,2024-02-19 10:20:00+05:30,89.33690476190532,119.94999999999709,85.13571428571491,LOSS
BUY,46504.0,46394.5,47051.5,5,2024-02-20 09:30:00+05:30,63.25,135.15000000000146,76.65000000000042,WIN
BUY,46604.5,46492.65,47163.75,5,2024-02-20 09:35:00+05:30,136.94000000000233,134.59999999999854,83.22142857142899,WIN
BUY,46630.3,46564.5,46959.3,5,2024-02-20 09:40:00+05:30,137.60833333332994,95.75,84.38571428571491,LOSS
BUY,47246.85,47111.05,47925.85,5,2024-02-21 09:35:00+05:30,65.93000000000029,145.9499999999971,80.46428571428623,LOSS
BUY,47304.5,47209.75,47778.25,5,2024-02-21 09:40:00+05:30,107.96666666666715,99.80000000000291,84.53214285714317,LOSS
BUY,47292.55,47275.5,47377.8,5,2024-02-21 09:45:00+05:30,80.55000000000291,70.84999999999854,86.06428571428582,LOSS
BUY,46965.7,46880.45,47391.95,5,2024-02-22 09:15:00+05:30,8.966666666659876,143.60000000000582,74.07500000000125,LOSS
BUY,46912.8,46855.2,47200.8,5,2024-02-22 09:40:00+05:30,7.430555555554747,145.35000000000582,86.10714285714546,LOSS
BUY,46943.05,46908.7,47114.8,5,2024-02-22 09:45:00+05:30,32.72857142857538,59.650000000001455,85.65357142857412,LOSS
BUY,47069.65,46967.55,47580.15,5,2024-02-23 09:20:00+05:30,48.483333333337214,130.34999999999854,85.51785714285714,LOSS
BUY,47086.05,46971.55,47658.55,5,2024-02-23 09:35:00+05:30,56.18333333334158,128.39999999999418,86.21785714285735,LOSS
BUY,47106.15,47061.0,47331.9,5,2024-02-23 09:40:00+05:30,64.46111111111531,74.25,86.13571428571439,LOSS
BUY,46804.85,46655.35,47552.35,5,2024-02-26 09:20:00+05:30,89.65000000000146,149.5,84.14642857142773,LOSS
BUY,46840.35,46753.8,47273.1,5,2024-02-26 09:25:00+05:30,91.81111111110658,97.69999999999709,88.29642857142764,LOSS
BUY,46812.1,46796.65,46889.35,5,2024-02-26 09:30:00+05:30,45.58749999999418,55.900000000001455,84.28214285714213,LOSS
BUY,46557.65,46427.65,47207.65,5,2024-02-27 09:20:00+05:30,60.21666666666715,137.34999999999854,69.8607142857145,LOSS
BUY,46507.55,46502.95,46530.55,5,2024-02-27 09:25:00+05:30,0.3944444444423425,66.35000000000582,68.5357142857148,LOSS
BUY,46520.4,46450.3,46870.9,5,2024-02-27 09:30:00+05:30,14.61250000000291,84.04999999999563,70.54642857142868,LOSS
BUY,46634.1,46580.65,46901.35,5,2024-02-28 09:20:00+05:30,19.575000000004366,58.69999999999709,57.814285714286335,LOSS
BUY,46619.25,46596.8,46731.5,5,2024-02-28 09:25:00+05:30,2.2777777777810115,52.75,56.97500000000063,LOSS
BUY,46669.25,46590.55,47062.75,5,2024-02-28 09:30:00+05:30,45.45833333333576,82.39999999999418,60.15000000000042,LOSS
BUY,45908.55,45796.15,46470.55,5,2024-02-29 09:15:00+05:30,32.5666666666657,127.09999999999854,89.32142857142806,LOSS
BUY,45927.1,45807.5,46525.1,5,2024-02-29 09:20:00+05:30,45.49166666666133,119.59999999999854,93.69642857142806,LOSS
BUY,45908.45,45885.4,46023.7,5,2024-02-29 09:25:00+05:30,15.366666666661331,68.84999999999854,85.63928571428498,LOSS
BUY,46506.95,46218.0,47951.7,5,2024-03-01 09:15:00+05:30,90.36666666666133,306.8000000000029,125.01071428571542,WIN
BUY,46480.55,46476.4,46501.3,5,2024-03-01 09:20:00+05:30,23.349999999998545,60.099999999998545,125.56785714285797,LOSS
BUY,46478.0,46462.7,46554.5,5,2024-03-01 09:25:00+05:30,9.577777777776646,69.20000000000437,121.50357142857267,WIN
BUY,47311.05,47261.8,47557.3,5,2024-03-02 09:25:00+05:30,12.294444444451074,53.39999999999418,60.24999999999948,LOSS
BUY,47335.9,47304.65,47492.15,5,2024-03-02 09:30:00+05:30,28.858333333337214,50.5,61.39999999999937,LOSS
BUY,47327.15,47317.7,47374.4,5,2024-03-02 09:35:00+05:30,15.286666666674137,30.900000000001455,59.27857142857101,LOSS
BUY,47459.65,47306.85,48223.65,5,2024-03-04 09:15:00+05:30,50.4333333333343,154.3000000000029,51.4785714285707,LOSS
BUY,47442.65,47380.75,47752.15,5,2024-03-04 09:20:00+05:30,24.91666666666424,74.59999999999854,54.02142857142826,LOSS
BUY,47414.25,47299.9,47986.0,5,2024-03-04 10:00:00+05:30,49.44333333333634,129.75,73.87857142857112,LOSS
BUY,47274.2,47196.75,47661.45,5,2024-03-05 09:15:00+05:30,0.866666666661331,152.3000000000029,69.70714285714192,WIN
BUY,47325.9,47246.25,47724.15,5,2024-03-05 09:20:00+05:30,39.0583333333343,82.65000000000146,73.31071428571366,LOSS
BUY,47309.65,47293.75,47389.15,5,2024-03-05 09:25:00+05:30,12.483333333337214,56.30000000000291,73.12857142857112,WIN
BUY,47526.8,47485.0,47735.8,5,2024-03-06 09:20:00+05:30,16.891666666670062,98.19999999999709,62.49285714285673,LOSS
BUY,47551.65,47516.25,47728.65,5,2024-03-06 09:25:00+05:30,26.44999999999709,83.19999999999709,64.33214285714244,LOSS
BUY,47614.5,47481.05,48281.75,5,2024-03-06 09:30:00+05:30,76.375,154.09999999999854,71.1785714285709,LOSS
BUY,48024.7,47954.4,48376.2,5,2024-03-07 09:15:00+05:30,7.766666666670062,117.29999999999563,74.35000000000011,LOSS
BUY,48006.65,47951.15,48284.15,5,2024-03-07 09:20:00+05:30,0.8916666666700621,74.79999999999563,77.4249999999998,LOSS
BUY,47944.8,47911.95,48109.05,5,2024-03-07 10:10:00+05:30,18.11111111111677,51.700000000004366,72.6392857142855,LOSS
BUY,47535.0,47196.95,49225.25,5,2024-03-12 09:30:00+05:30,222.6208333333343,354.6000000000058,80.42500000000084,LOSS
BUY,47700.4,47527.85,48563.15,5,2024-03-12 09:35:00+05:30,318.6866666666683,221.0500000000029,91.97500000000115,LOSS
BUY,47720.05,47654.7,48046.8,5,2024-03-12 09:40:00+05:30,285.00833333333867,75.60000000000582,94.65714285714421,LOSS
BUY,47422.9,47329.75,47888.65,5,2024-03-13 09:15:00+05:30,24.766666666670062,112.0,75.49285714285725,LOSS
BUY,47368.6,47314.15,47640.85,5,2024-03-13 09:40:00+05:30,3.2916666666715173,84.09999999999854,73.21428571428571,LOSS
BUY,47430.75,47263.3,48268.0,5,2024-03-13 10:10:00+05:30,97.61527777777519,190.0,88.54642857142711,LOSS
BUY,46755.45,46578.8,47638.7,5,2024-03-14 09:20:00+05:30,73.82499999999709,176.64999999999418,117.32142857142753,LOSS
BUY,46717.15,46683.05,46887.65,5,2024-03-14 09:25:00+05:30,13.716666666674428,157.89999999999418,124.98571428571293,LOSS
BUY,46764.75,46676.25,47207.25,5,2024-03-14 09:30:00+05:30,51.73750000000291,108.0,127.62857142857008,WIN
BUY,46757.9,46533.7,47878.9,5,2024-03-15 09:15:00+05:30,71.6833333333343,233.35000000000582,87.4607142857146,LOSS
BUY,46780.15,46718.5,47088.4,5,2024-03-15 09:20:00+05:30,53.50833333333139,84.05000000000291,84.61785714285777,LOSS
BUY,46530.0,46397.75,47191.25,5,2024-03-15 10:45:00+05:30,5.992982456140453,177.0,90.28214285714265,LOSS
BUY,46537.9,46439.8,47028.4,5,2024-03-18 09:15:00+05:30,27.41666666666424,113.94999999999709,103.83214285714295,LOSS
BUY,46551.9,46500.0,46811.4,5,2024-03-18 09:20:00+05:30,24.683333333327028,79.94999999999709,104.72500000000011,LOSS
BUY,46635.2,46551.5,47053.7,5,2024-03-18 09:25:00+05:30,76.54999999999563,126.34999999999854,102.26785714285714,LOSS
BUY,46501.65,46412.2,46948.9,5,2024-03-19 09:15:00+05:30,10.883333333338669,146.25,64.11428571428665,LOSS
BUY,46523.1,46466.85,46804.35,5,2024-03-19 09:20:00+05:30,22.641666666670062,73.65000000000146,66.08571428571511,LOSS
BUY,46523.5,46486.5,46708.5,5,2024-03-19 09:30:00+05:30,8.854166666671517,83.5,72.02500000000093,LOSS
BUY,46480.1,46328.8,47236.6,5,2024-03-20 09:15:00+05:30,44.38333333333139,169.4499999999971,58.49285714285725,LOSS
BUY,46517.35,46459.85,46804.85,5,2024-03-20 09:20:00+05:30,49.400000000001455,63.5,59.36785714285725,LOSS
BUY,46490.7,46452.65,46680.95,5,2024-03-20 09:25:00+05:30,15.777777777773736,70.59999999999854,60.264285714285506,LOSS
BUY,46767.75,46674.85,47232.25,5,2024-03-21 09:15:00+05:30,21.799999999995634,120.40000000000146,107.36428571428665,LOSS
BUY,46760.95,46712.85,47001.45,5,2024-03-21 09:20:00+05:30,2.258333333331393,127.65000000000146,111.59285714285839,LOSS
BUY,46771.15,46729.7,46978.4,5,2024-03-21 09:25:00+05:30,4.19999999999709,119.85000000000582,115.2678571428587,LOSS
BUY,46695.0,46632.4,47008.0,5,2024-03-22 09:15:00+05:30,4.3166666666729725,112.25,54.09642857142899,LOSS
